country,order_price,cost,date,category,sales_manager,sales_rep,device_type,order_id,profit,month,year
Denmark,43609.57,34634.72,2020-01-03,Appliances,Modestia Byfford,Cobby Andersen,PC,20-1827241,8974.849999999999,1,2020
Ireland,165709.19,138102.04,2020-09-10,Smartphones,Glenine Suttaby,Bunnie Tonbridge,PC,18-7046062,27607.149999999994,9,2020
Portugal,57367.93,46255.76,2019-10-28,Clothing,Celine Tumasian,Aurelie Wren,Mobile,03-3542738,11112.169999999998,10,2019
UK,222700.23,194951.78,2020-12-12,Appliances,Jessamine Apark,Genevra Charrisson,Mobile,73-3464233,27748.45000000001,12,2020
Portugal,97514.7,80790.93,2020-12-02,Appliances,Celine Tumasian,Hortense Gerring,PC,88-1349718,16723.770000000004,12,2020
UK,99064.31,85393.44,2020-10-07,Books,Jessamine Apark,Winny Agnolo,PC,52-9152387,13670.869999999995,10,2020
Portugal,254883.03,213413.56,2019-12-12,Appliances,Celine Tumasian,Corene Shirer,PC,85-9560144,41469.47,12,2019
Finland,154078.75,131336.73,2020-05-09,Books,Hube Corey,Wat Bowkley,PC,76-0724533,22742.01999999999,5,2020
Ireland,168178.03,142665.42,2020-04-29,Clothing,Glenine Suttaby,Bunnie Tonbridge,PC,36-7597839,25512.609999999986,4,2020
France,99132.04,78819.89,2020-03-21,Smartphones,Othello Bowes,Avrit Chanders,PC,44-6408586,20312.149999999994,3,2020
Ireland,292124.64,245822.88,2019-09-12,Beauty,Glenine Suttaby,Palm Wetherald,PC,18-0483044,46301.76000000001,9,2019
Sweden,37081.31,31304.04,2019-11-03,Beauty,Maxie Marrow,Anita Woakes,PC,19-3129154,5777.269999999997,11,2019
Portugal,105374.44,89779.02,2020-02-18,Electronics,Celine Tumasian,Brynn Dempster,PC,74-8625042,15595.419999999998,2,2020
France,176114.73,149257.23,2020-11-24,Electronics,Othello Bowes,Maighdiln Upcraft,PC,97-4830372,26857.5,11,2020
UK,33724.53,26770.53,2020-01-30,Beauty,Jessamine Apark,Winny Agnolo,Mobile,57-8678621,6954.0,1,2020
Finland,194531.02,158970.75,2019-09-07,Clothing,Hube Corey,Mellicent Mattys,Tablet,21-8525376,35560.26999999999,9,2019
France,171458.64,148877.54,2019-08-16,Books,Othello Bowes,Crysta Halls,PC,74-6473826,22581.100000000006,8,2019
Portugal,97641.25,83414.92,2020-10-17,Books,Celine Tumasian,Brynn Dempster,PC,98-3051699,14226.330000000002,10,2020
France,150287.47,123611.44,2020-05-08,Books,Othello Bowes,Avrit Chanders,PC,66-4296261,26676.03,5,2020
UK,156585.22,126599.15,2020-08-30,Accessories,Jessamine Apark,Winny Agnolo,PC,64-5761908,29986.070000000007,8,2020
Sweden,66225.71,52437.52,2020-05-09,Books,Maxie Marrow,Alyosha Meah,PC,68-6900528,13788.19000000001,5,2020
France,167935.31,137942.06,2019-04-18,Games,Othello Bowes,Amelina Piscopiello,PC,03-4045721,29993.25,4,2019
France,35437.89,30412.8,2020-03-02,Clothing,Othello Bowes,Ora Grennan,PC,82-0616982,5025.09,3,2020
Portugal,133072.0,108600.06,2020-10-28,Outdoors,Celine Tumasian,Corene Shirer,PC,07-1769568,24471.940000000002,10,2020
France,95307.21,78533.14,2020-03-26,Books,Othello Bowes,Amelina Piscopiello,PC,52-0213558,16774.070000000007,3,2020
UK,36534.09,31138.0,2020-07-17,Appliances,Jessamine Apark,Winny Agnolo,PC,90-7039701,5396.0899999999965,7,2020
Portugal,98746.66,80399.53,2020-10-02,Appliances,Celine Tumasian,Smitty Culverhouse,PC,75-7291972,18347.130000000005,10,2020
Finland,133057.07,113351.32,2020-03-05,Other,Hube Corey,Wat Bowkley,PC,27-7554919,19705.75,3,2020
France,197581.29,169485.23,2019-12-13,Electronics,Othello Bowes,Ora Grennan,PC,74-6221213,28096.059999999998,12,2019
Belgium,93153.98,79702.55,2020-03-04,Appliances,Lambert Norheny,Collin Mackness,Mobile,50-0942872,13451.429999999993,3,2020
Portugal,53181.88,42316.82,2020-06-01,Smartphones,Celine Tumasian,Hortense Gerring,PC,37-6033123,10865.059999999998,6,2020
UK,112491.58,92254.34,2019-10-24,Appliances,Jessamine Apark,Genevra Charrisson,Mobile,13-1936536,20237.240000000005,10,2019
Portugal,56570.64,46993.23,2020-05-10,Books,Celine Tumasian,Smitty Culverhouse,PC,68-9875936,9577.409999999996,5,2020
France,134243.39,113019.51,2019-01-21,Beauty,Othello Bowes,Maighdiln Upcraft,PC,64-1003834,21223.88000000002,1,2019
Portugal,127482.28,108614.9,2020-08-26,Beauty,Celine Tumasian,Aurelie Wren,PC,75-6291395,18867.380000000005,8,2020
France,155827.3,126360.36,2019-04-30,Appliances,Othello Bowes,Avrit Chanders,Tablet,31-9806848,29466.939999999988,4,2019
Portugal,115538.34,99686.48,2020-01-28,Games,Celine Tumasian,Smitty Culverhouse,PC,74-7472724,15851.86,1,2020
Portugal,45725.53,36571.28,2020-07-07,Other,Celine Tumasian,Aurelie Wren,Mobile,66-6777720,9154.25,7,2020
France,57292.84,45908.75,2019-03-10,Electronics,Othello Bowes,Ora Grennan,PC,18-5234470,11384.089999999997,3,2019
Portugal,166367.16,135788.88,2020-02-11,Beauty,Celine Tumasian,Smitty Culverhouse,PC,82-8353642,30578.28,2,2020
France,75264.84,61694.59,2020-09-16,Clothing,Othello Bowes,Ora Grennan,Mobile,93-5465623,13570.25,9,2020
Spain,77855.47,63545.63,2019-08-13,Outdoors,Emalia Dinse,Bertha Walbrook,PC,77-3226391,14309.840000000004,8,2019
Portugal,119409.43,102656.29,2019-06-25,Electronics,Celine Tumasian,Hortense Gerring,PC,02-9253490,16753.14,6,2019
France,85337.78,72306.7,2020-04-02,Appliances,Othello Bowes,Crysta Halls,Mobile,78-6287811,13031.080000000002,4,2020
UK,100094.97,84690.35,2020-08-11,Games,Jessamine Apark,Genevra Charrisson,PC,10-9932801,15404.619999999995,8,2020
Finland,293767.28,254079.32,2020-05-06,Games,Hube Corey,Wat Bowkley,PC,29-0601002,39687.96000000002,5,2020
Sweden,207379.28,166442.61,2019-12-18,Accessories,Maxie Marrow,Anita Woakes,PC,43-9259516,40936.67000000001,12,2019
Sweden,56717.53,45101.78,2019-10-03,Clothing,Maxie Marrow,Alyosha Meah,PC,13-0526029,11615.75,10,2019
France,195214.72,154649.1,2019-06-26,Books,Othello Bowes,Maighdiln Upcraft,PC,92-3462655,40565.619999999995,6,2019
Portugal,110441.89,90970.98,2020-04-01,Beauty,Celine Tumasian,Hortense Gerring,Tablet,74-4541594,19470.910000000003,4,2020
Sweden,112909.4,93940.62,2019-04-25,Clothing,Maxie Marrow,Madelon Bront,PC,39-3557596,18968.78,4,2019
UK,290010.79,234444.72,2019-12-25,Smartphones,Jessamine Apark,Genevra Charrisson,PC,02-1124101,55566.06999999998,12,2019
France,108713.83,90341.19,2020-09-03,Clothing,Othello Bowes,Amelina Piscopiello,PC,55-1395838,18372.64,9,2020
Sweden,110837.96,92106.34,2019-02-25,Electronics,Maxie Marrow,Alyosha Meah,PC,52-7049356,18731.62000000001,2,2019
Portugal,178027.46,144985.56,2020-04-01,Appliances,Celine Tumasian,Corene Shirer,PC,99-9215178,33041.899999999994,4,2020
Portugal,57345.79,45716.06,2020-09-11,Clothing,Celine Tumasian,Hortense Gerring,PC,75-6127722,11629.730000000003,9,2020
France,63298.61,53645.57,2020-10-04,Appliances,Othello Bowes,Avrit Chanders,Mobile,65-5376517,9653.04,10,2020
UK,28328.78,24408.08,2019-02-19,Clothing,Jessamine Apark,Jay Morefield,PC,68-9634139,3920.699999999997,2,2019
UK,169262.2,141080.04,2020-04-26,Beauty,Jessamine Apark,Winny Agnolo,PC,87-0922827,28182.160000000003,4,2020
France,67594.1,54920.21,2019-09-26,Other,Othello Bowes,Amelina Piscopiello,PC,70-1769929,12673.890000000007,9,2019
France,143658.22,123158.19,2020-10-30,Appliances,Othello Bowes,Amelina Piscopiello,PC,22-6938537,20500.03,10,2020
Bulgaria,33210.56,29109.06,2020-11-20,Books,Charil Alpe,Bernadine Fullagar,PC,86-3876359,4101.499999999996,11,2020
Portugal,21341.66,16930.34,2019-03-28,Games,Celine Tumasian,Smitty Culverhouse,PC,06-4611284,4411.32,3,2019
Portugal,129353.22,111593.02,2019-01-18,Games,Celine Tumasian,Corene Shirer,Mobile,31-2600204,17760.199999999997,1,2019
France,28783.05,24776.45,2019-03-29,Clothing,Othello Bowes,Maighdiln Upcraft,PC,12-1249283,4006.5999999999985,3,2019
Ireland,165747.2,132912.68,2020-01-21,Books,Glenine Suttaby,Bunnie Tonbridge,PC,96-1991854,32834.52000000002,1,2020
France,87355.7,74584.3,2019-03-02,Smartphones,Othello Bowes,Crysta Halls,PC,33-4706706,12771.399999999994,3,2019
UK,66391.58,52635.24,2019-04-12,Clothing,Jessamine Apark,Winny Agnolo,Mobile,88-1711226,13756.340000000004,4,2019
Portugal,43066.58,36154.39,2019-08-02,Games,Celine Tumasian,Hortense Gerring,Mobile,74-4429133,6912.190000000002,8,2019
Portugal,109713.84,95769.21,2020-07-05,Smartphones,Celine Tumasian,Aurelie Wren,PC,31-7075495,13944.62999999999,7,2020
Netherlands,43008.69,34458.56,2019-07-19,Appliances,Denice Amberg,Nero Harbisher,PC,99-9093075,8550.130000000005,7,2019
Bulgaria,40187.99,32508.07,2020-05-22,Games,Charil Alpe,Shermy McGready,PC,54-1058965,7679.919999999998,5,2020
Portugal,84224.98,68239.08,2019-01-21,Appliances,Celine Tumasian,Aurelie Wren,Mobile,95-3196761,15985.899999999994,1,2019
France,57276.26,49223.22,2020-04-04,Appliances,Othello Bowes,Amelina Piscopiello,PC,48-2932903,8053.040000000001,4,2020
Portugal,172340.86,136562.9,2020-09-04,Beauty,Celine Tumasian,Hortense Gerring,PC,36-4321653,35777.95999999999,9,2020
Finland,25816.05,21447.97,2019-08-09,Clothing,Hube Corey,Mellicent Mattys,Mobile,95-7886861,4368.079999999998,8,2019
France,238850.25,199607.15,2019-06-30,Appliances,Othello Bowes,Ora Grennan,PC,19-9649739,39243.100000000006,6,2019
Belgium,118061.05,101131.1,2020-02-07,Appliances,Lambert Norheny,Collin Mackness,Mobile,59-2117058,16929.949999999997,2,2020
France,121043.69,96750.22,2020-09-28,Books,Othello Bowes,Crysta Halls,PC,28-6152726,24293.47,9,2020
Sweden,24787.65,20454.77,2019-12-02,Other,Maxie Marrow,Caro Morfield,PC,34-8728117,4332.880000000001,12,2019
France,86628.32,72464.59,2019-06-11,Appliances,Othello Bowes,Crysta Halls,PC,98-8250897,14163.73000000001,6,2019
France,154936.24,135739.64,2020-06-29,Books,Othello Bowes,Ora Grennan,PC,65-2631885,19196.599999999977,6,2020
France,36183.97,30579.07,2020-09-08,Books,Othello Bowes,Avrit Chanders,Mobile,91-4296427,5604.9000000000015,9,2020
France,71079.8,56778.54,2019-11-15,Electronics,Othello Bowes,Avrit Chanders,PC,30-9137723,14301.260000000002,11,2019
France,111676.46,92791.97,2019-08-06,Beauty,Othello Bowes,Ora Grennan,PC,35-7483371,18884.490000000005,8,2019
Sweden,137026.71,120117.61,2020-08-26,Smartphones,Maxie Marrow,Anita Woakes,PC,86-6380587,16909.09999999999,8,2020
Sweden,84537.2,69405.04,2020-01-19,Games,Maxie Marrow,Tarrah Castelletti,Mobile,04-4730440,15132.160000000003,1,2020
Sweden,140352.81,122303.44,2019-01-12,Smartphones,Maxie Marrow,Caro Morfield,PC,47-5733147,18049.369999999995,1,2019
Portugal,71620.08,62245.01,2019-05-02,Books,Celine Tumasian,Smitty Culverhouse,PC,69-6259390,9375.07,5,2019
Portugal,227830.33,182173.13,2020-10-06,Books,Celine Tumasian,Aurelie Wren,PC,59-3526945,45657.19999999998,10,2020
France,235042.75,187446.59,2019-12-25,Books,Othello Bowes,Maighdiln Upcraft,PC,12-3815754,47596.16,12,2019
Portugal,50303.66,41103.12,2020-06-01,Appliances,Celine Tumasian,Smitty Culverhouse,PC,23-1397222,9200.54,6,2020
France,131097.05,109203.84,2020-06-26,Beauty,Othello Bowes,Maighdiln Upcraft,PC,80-1374023,21893.209999999992,6,2020
Finland,204138.34,165617.44,2019-06-20,Clothing,Hube Corey,Wat Bowkley,Tablet,98-4201877,38520.899999999994,6,2019
Portugal,37273.84,31559.76,2020-01-20,Games,Celine Tumasian,Aurelie Wren,Tablet,26-9948924,5714.079999999998,1,2020
France,109697.86,89853.52,2019-07-24,Beauty,Othello Bowes,Crysta Halls,PC,04-8899739,19844.339999999997,7,2019
Spain,42475.6,35802.68,2019-02-13,Books,Emalia Dinse,Perri Aldersley,PC,76-1827989,6672.919999999998,2,2019
Spain,81412.1,64747.04,2019-06-11,Electronics,Emalia Dinse,Bertha Walbrook,PC,67-3929836,16665.060000000005,6,2019
UK,126074.62,100027.6,2020-07-11,Books,Jessamine Apark,Winny Agnolo,PC,60-7663173,26047.01999999999,7,2020
Sweden,80867.18,63982.11,2019-12-02,Books,Maxie Marrow,Anita Woakes,PC,86-6763776,16885.069999999992,12,2019
UK,149486.27,118662.2,2019-06-08,Beauty,Jessamine Apark,Genevra Charrisson,PC,02-3972649,30824.069999999992,6,2019
Bulgaria,111106.06,93195.76,2020-11-11,Games,Charil Alpe,Bernadine Fullagar,PC,87-5540520,17910.300000000003,11,2020
France,115689.22,98127.6,2019-07-15,Clothing,Othello Bowes,Avrit Chanders,PC,99-8643527,17561.619999999995,7,2019
Sweden,147994.63,129643.3,2019-01-27,Games,Maxie Marrow,Alyosha Meah,PC,47-7207206,18351.33,1,2019
Bulgaria,122998.65,97476.43,2020-01-28,Games,Charil Alpe,Bernadine Fullagar,PC,70-0044622,25522.22,1,2020
France,79833.6,63411.83,2019-06-15,Appliances,Othello Bowes,Avrit Chanders,PC,86-6760202,16421.770000000004,6,2019
France,90228.68,77966.6,2019-01-27,Electronics,Othello Bowes,Avrit Chanders,PC,64-9816105,12262.079999999987,1,2019
Sweden,68086.96,58759.05,2019-11-26,Electronics,Maxie Marrow,Tarrah Castelletti,PC,20-1013432,9327.910000000003,11,2019
Portugal,172202.38,149816.07,2019-09-04,Appliances,Celine Tumasian,Hortense Gerring,Tablet,75-5652593,22386.309999999998,9,2019
France,144640.8,118345.1,2019-11-04,Electronics,Othello Bowes,Avrit Chanders,PC,77-7771177,26295.699999999983,11,2019
Sweden,152747.92,130614.75,2020-03-05,Appliances,Maxie Marrow,Anita Woakes,PC,41-0722740,22133.170000000013,3,2020
France,48890.14,41180.16,2019-05-20,Clothing,Othello Bowes,Ora Grennan,PC,85-5544928,7709.979999999996,5,2019
Portugal,177919.14,147370.42,2020-07-06,Beauty,Celine Tumasian,Aurelie Wren,PC,70-7769332,30548.72,7,2020
Luxembourg,68984.17,59560.93,2019-11-01,Beauty,Ilsa Kob,Jocelyn Laurentino,PC,46-9710750,9423.239999999998,11,2019
Bulgaria,230669.37,182321.07,2019-05-06,Books,Charil Alpe,Bernadine Fullagar,PC,44-9036885,48348.29999999999,5,2019
UK,91561.49,78266.76,2019-03-25,Books,Jessamine Apark,Winny Agnolo,PC,64-4188827,13294.73000000001,3,2019
Sweden,89502.53,72488.1,2020-10-31,Clothing,Maxie Marrow,Tarrah Castelletti,PC,61-3721294,17014.429999999993,10,2020
Portugal,116023.51,96566.37,2020-02-06,Smartphones,Celine Tumasian,Smitty Culverhouse,PC,34-0232219,19457.14,2,2020
Sweden,83119.87,69604.58,2019-01-29,Clothing,Maxie Marrow,Alyosha Meah,PC,81-1454737,13515.289999999994,1,2019
Portugal,126974.92,101516.45,2019-01-13,Games,Celine Tumasian,Hortense Gerring,PC,57-7927520,25458.47,1,2019
France,40535.64,35480.85,2019-01-13,Electronics,Othello Bowes,Crysta Halls,PC,72-2796883,5054.790000000001,1,2019
Sweden,88329.48,73755.12,2020-08-16,Clothing,Maxie Marrow,Caro Morfield,Mobile,94-1199389,14574.36,8,2020
France,42290.45,34255.26,2019-10-11,Clothing,Othello Bowes,Avrit Chanders,Tablet,97-8921759,8035.189999999995,10,2019
Sweden,100578.6,83208.68,2019-01-14,Electronics,Maxie Marrow,Caro Morfield,PC,96-1388247,17369.920000000013,1,2019
Bulgaria,138153.7,112926.83,2019-02-14,Games,Charil Alpe,Bernadine Fullagar,PC,46-5888587,25226.87000000001,2,2019
Portugal,120332.26,102282.42,2020-01-14,Clothing,Celine Tumasian,Hortense Gerring,Tablet,44-0527427,18049.839999999997,1,2020
Ireland,85294.3,72662.21,2020-03-25,Beauty,Glenine Suttaby,Bunnie Tonbridge,PC,47-0640313,12632.089999999997,3,2020
France,110878.97,90588.12,2020-06-02,Appliances,Othello Bowes,Amelina Piscopiello,PC,50-8357453,20290.850000000006,6,2020
Ireland,77278.68,62951.21,2020-02-10,Smartphones,Glenine Suttaby,Palm Wetherald,PC,46-8792953,14327.469999999994,2,2020
France,141112.84,120044.69,2020-08-08,Electronics,Othello Bowes,Avrit Chanders,Mobile,47-9701762,21068.149999999994,8,2020
UK,173722.59,148063.76,2019-09-04,Games,Jessamine Apark,Jay Morefield,PC,66-2612057,25658.829999999987,9,2019
France,47680.2,40575.85,2019-08-07,Clothing,Othello Bowes,Crysta Halls,PC,11-6024248,7104.3499999999985,8,2019
Ireland,50495.53,40749.89,2020-08-31,Smartphones,Glenine Suttaby,Palm Wetherald,Mobile,93-4118211,9745.64,8,2020
Sweden,114427.36,93727.45,2020-11-03,Other,Maxie Marrow,Madelon Bront,PC,33-8547717,20699.910000000003,11,2020
Sweden,44147.92,37163.72,2020-05-18,Beauty,Maxie Marrow,Madelon Bront,PC,76-3837496,6984.199999999997,5,2020
France,37397.43,30837.92,2020-05-17,Games,Othello Bowes,Avrit Chanders,PC,24-6566439,6559.510000000002,5,2020
Portugal,168773.6,137398.59,2019-08-22,Games,Celine Tumasian,Corene Shirer,PC,28-0622425,31375.01000000001,8,2019
Sweden,71049.09,58842.86,2019-08-15,Outdoors,Maxie Marrow,Madelon Bront,PC,99-3994854,12206.229999999996,8,2019
France,62788.04,53049.61,2020-02-13,Appliances,Othello Bowes,Avrit Chanders,PC,71-2709641,9738.43,2,2020
France,249915.21,215326.95,2020-12-15,Appliances,Othello Bowes,Crysta Halls,PC,84-4465649,34588.25999999998,12,2020
Finland,178189.57,153421.22,2019-09-08,Games,Hube Corey,Mellicent Mattys,PC,37-7100862,24768.350000000006,9,2019
Sweden,103839.74,90683.24,2020-08-23,Books,Maxie Marrow,Tarrah Castelletti,PC,57-6427586,13156.5,8,2020
Portugal,55132.39,47121.65,2019-11-06,Clothing,Celine Tumasian,Hortense Gerring,PC,97-8712680,8010.739999999998,11,2019
Portugal,163492.16,134178.02,2020-12-08,Appliances,Celine Tumasian,Corene Shirer,PC,06-8466490,29314.140000000014,12,2020
Sweden,36644.05,30491.51,2020-11-20,Clothing,Maxie Marrow,Caro Morfield,PC,88-5406813,6152.5400000000045,11,2020
Sweden,43158.94,36244.88,2019-05-13,Electronics,Maxie Marrow,Anita Woakes,PC,55-4422832,6914.060000000005,5,2019
UK,227856.66,199010.01,2020-07-20,Electronics,Jessamine Apark,Jay Morefield,PC,11-5257937,28846.649999999994,7,2020
Portugal,162637.68,130402.89,2019-09-27,Clothing,Celine Tumasian,Corene Shirer,PC,56-0800364,32234.789999999994,9,2019
UK,304337.49,261730.24,2019-04-12,Clothing,Jessamine Apark,Genevra Charrisson,PC,29-0072186,42607.25,4,2019
France,63690.72,53455.62,2020-08-27,Electronics,Othello Bowes,Crysta Halls,Mobile,74-9856135,10235.099999999999,8,2020
Sweden,43243.45,37764.5,2019-05-16,Clothing,Maxie Marrow,Alyosha Meah,PC,63-2957047,5478.949999999997,5,2019
UK,21921.66,18802.21,2020-05-03,Smartphones,Jessamine Apark,Jay Morefield,Tablet,21-8595718,3119.4500000000007,5,2020
Sweden,115151.22,91430.07,2020-10-25,Appliances,Maxie Marrow,Madelon Bront,PC,14-1283254,23721.149999999994,10,2020
Sweden,69565.47,57808.91,2020-05-23,Beauty,Maxie Marrow,Anita Woakes,PC,79-0393736,11756.559999999998,5,2020
Spain,42028.45,36299.97,2020-01-03,Other,Emalia Dinse,Perri Aldersley,PC,55-3118263,5728.479999999996,1,2020
Portugal,78461.13,63537.82,2020-10-05,Appliances,Celine Tumasian,Smitty Culverhouse,Mobile,91-4126746,14923.310000000005,10,2020
France,197471.1,162577.96,2019-06-28,Appliances,Othello Bowes,Crysta Halls,PC,59-5711012,34893.140000000014,6,2019
Portugal,119937.47,98720.53,2019-08-13,Games,Celine Tumasian,Aurelie Wren,PC,56-8476539,21216.940000000002,8,2019
Sweden,106076.67,84765.87,2019-10-10,Electronics,Maxie Marrow,Madelon Bront,Mobile,97-5858605,21310.800000000003,10,2019
France,75522.66,60448.34,2019-03-13,Smartphones,Othello Bowes,Crysta Halls,PC,75-8968627,15074.320000000007,3,2019
UK,119769.22,98234.71,2020-11-01,Books,Jessamine Apark,Jay Morefield,PC,55-5032186,21534.509999999995,11,2020
France,168197.78,144246.42,2019-01-13,Smartphones,Othello Bowes,Crysta Halls,PC,93-8309926,23951.359999999986,1,2019
France,68773.03,59082.91,2019-09-30,Games,Othello Bowes,Amelina Piscopiello,PC,26-5649751,9690.119999999995,9,2019
Sweden,62272.96,54600.93,2019-02-20,Beauty,Maxie Marrow,Caro Morfield,PC,58-9822844,7672.029999999999,2,2019
France,165118.74,137527.4,2019-02-11,Clothing,Othello Bowes,Amelina Piscopiello,PC,59-5892824,27591.339999999997,2,2019
Portugal,122035.93,97897.22,2020-06-21,Accessories,Celine Tumasian,Aurelie Wren,PC,83-7592334,24138.709999999992,6,2020
Sweden,117733.51,97294.97,2019-07-13,Electronics,Maxie Marrow,Tarrah Castelletti,PC,45-5509135,20438.539999999994,7,2019
Sweden,240759.07,205415.64,2020-06-14,Appliances,Maxie Marrow,Tarrah Castelletti,PC,98-1814878,35343.42999999999,6,2020
Portugal,147895.45,120416.48,2019-01-07,Clothing,Celine Tumasian,Hortense Gerring,Mobile,17-1884075,27478.970000000016,1,2019
Sweden,205059.8,173029.46,2020-06-23,Electronics,Maxie Marrow,Caro Morfield,PC,19-4538571,32030.339999999997,6,2020
Bulgaria,81482.69,64721.7,2019-09-02,Electronics,Charil Alpe,Shermy McGready,PC,28-0362135,16760.990000000005,9,2019
France,168226.52,136818.63,2020-01-25,Smartphones,Othello Bowes,Avrit Chanders,PC,26-9826298,31407.889999999985,1,2020
Portugal,201573.23,166116.5,2019-05-12,Games,Celine Tumasian,Corene Shirer,Mobile,94-3590580,35456.73000000001,5,2019
Portugal,172989.17,142975.55,2020-10-06,Beauty,Celine Tumasian,Hortense Gerring,PC,22-6745595,30013.620000000024,10,2020
Portugal,158240.24,136561.33,2020-11-23,Books,Celine Tumasian,Brynn Dempster,PC,81-9457605,21678.910000000003,11,2020
France,173478.65,139650.31,2019-01-29,Books,Othello Bowes,Avrit Chanders,PC,99-7422044,33828.34,1,2019
Bulgaria,174271.91,142083.89,2019-05-20,Clothing,Charil Alpe,Shermy McGready,PC,58-2923511,32188.01999999999,5,2019
Ireland,55539.67,45620.29,2020-03-21,Electronics,Glenine Suttaby,Palm Wetherald,PC,10-9241948,9919.379999999997,3,2020
Portugal,57120.58,,2019-11-25,Games,Celine Tumasian,Aurelie Wren,PC,55-7848276,,11,2019
Sweden,36749.51,30101.52,2020-10-15,Games,Maxie Marrow,Madelon Bront,PC,08-5093310,6647.990000000002,10,2020
UK,19949.11,16364.25,2019-02-25,Beauty,Jessamine Apark,Winny Agnolo,Tablet,23-0941629,3584.8600000000006,2,2019
France,105522.72,86581.39,2019-02-16,Clothing,Othello Bowes,Amelina Piscopiello,PC,79-6118087,18941.33,2,2019
Portugal,131018.65,107920.06,2020-02-04,Clothing,Celine Tumasian,Brynn Dempster,PC,39-2536155,23098.589999999997,2,2020
France,56705.66,46986.31,2019-01-02,Outdoors,Othello Bowes,Crysta Halls,PC,46-0117523,9719.350000000006,1,2019
Portugal,148212.23,123030.97,2019-10-09,Clothing,Celine Tumasian,Brynn Dempster,PC,92-7917751,25181.26000000001,10,2019
France,138175.53,116744.51,2020-03-11,Other,Othello Bowes,Ora Grennan,PC,80-8230605,21431.020000000004,3,2020
Ireland,135424.06,116275.1,2020-01-15,Electronics,Glenine Suttaby,Palm Wetherald,PC,43-4245267,19148.959999999992,1,2020
Ireland,58921.31,51715.23,2020-12-13,Games,Glenine Suttaby,Bunnie Tonbridge,PC,30-4823900,7206.0799999999945,12,2020
Sweden,74273.54,61981.27,2020-03-28,Beauty,Maxie Marrow,Caro Morfield,PC,29-1001593,12292.269999999997,3,2020
Sweden,116469.33,95190.38,2020-01-31,Outdoors,Maxie Marrow,Caro Morfield,PC,89-3466746,21278.949999999997,1,2020
Portugal,149514.0,122646.33,2020-10-18,Games,Celine Tumasian,Smitty Culverhouse,Mobile,20-1191256,26867.67,10,2020
Sweden,161192.45,135965.83,2019-04-07,Clothing,Maxie Marrow,Tarrah Castelletti,PC,24-2442637,25226.620000000024,4,2019
France,84194.21,71885.02,2020-12-26,Books,Othello Bowes,Avrit Chanders,Mobile,31-8836719,12309.190000000002,12,2020
France,163401.23,139413.93,2019-04-22,Clothing,Othello Bowes,Avrit Chanders,PC,98-2104934,23987.300000000017,4,2019
Portugal,131610.37,106406.98,2020-04-30,Beauty,Celine Tumasian,Corene Shirer,PC,29-1888759,25203.39,4,2020
France,110090.36,93433.69,2019-01-02,Clothing,Othello Bowes,Maighdiln Upcraft,PC,43-6672888,16656.67,1,2019
UK,169629.55,135347.42,2019-10-23,Outdoors,Jessamine Apark,Jay Morefield,PC,76-5919033,34282.129999999976,10,2019
Sweden,185778.3,154734.75,2020-06-25,Electronics,Maxie Marrow,Tarrah Castelletti,PC,76-5888381,31043.54999999999,6,2020
Portugal,147656.52,124193.9,2019-05-06,Smartphones,Celine Tumasian,Corene Shirer,PC,85-4732103,23462.619999999995,5,2019
Sweden,296844.24,244926.18,2019-08-06,Other,Maxie Marrow,Tarrah Castelletti,PC,22-9949979,51918.06,8,2019
Portugal,179323.22,150739.1,2020-08-08,Smartphones,Celine Tumasian,Brynn Dempster,Tablet,16-5710075,28584.119999999995,8,2020
Netherlands,203231.73,163052.82,2019-12-23,Books,Denice Amberg,Nero Harbisher,PC,21-2357660,40178.91,12,2019
Portugal,157942.65,136620.39,2020-06-23,Electronics,Celine Tumasian,Brynn Dempster,PC,95-6123269,21322.25999999998,6,2020
France,102771.44,83584.01,2019-11-24,Accessories,Othello Bowes,Maighdiln Upcraft,PC,82-9352154,19187.430000000008,11,2019
Portugal,41921.61,34773.98,2020-11-28,Games,Celine Tumasian,Hortense Gerring,Tablet,38-7603760,7147.629999999997,11,2020
Portugal,107232.99,85207.33,2020-08-03,Appliances,Celine Tumasian,Smitty Culverhouse,PC,35-6942653,22025.660000000003,8,2020
Sweden,45261.84,37816.27,2020-11-21,Beauty,Maxie Marrow,Madelon Bront,PC,40-0265810,7445.57,11,2020
France,74103.82,64811.2,2020-02-01,Appliances,Othello Bowes,Ora Grennan,PC,63-7370049,9292.62000000001,2,2020
Sweden,263713.12,216165.64,2020-06-30,Electronics,Maxie Marrow,Tarrah Castelletti,PC,78-6165949,47547.47999999998,6,2020
France,80839.75,63936.16,2020-05-21,Games,Othello Bowes,Crysta Halls,PC,00-6227453,16903.589999999997,5,2020
France,144927.17,122260.56,2020-07-09,Appliances,Othello Bowes,Crysta Halls,PC,29-9208067,22666.610000000015,7,2020
Portugal,30550.32,25457.58,2019-05-31,Beauty,Celine Tumasian,Smitty Culverhouse,Mobile,73-3910940,5092.739999999998,5,2019
France,173829.96,149824.04,2019-09-23,Beauty,Othello Bowes,Amelina Piscopiello,PC,55-2128150,24005.919999999984,9,2019
Germany,76652.73,64311.64,2020-04-08,Accessories,Rickard Doogood,Casie MacBain,PC,52-3394023,12341.089999999997,4,2020
